,,,,Independent Variable,Distance moved,Velocity,Velocity.1
,,,,Independent Variable,Center-point,Center-point,Center-point
,,,,Treatment,Total,Mean,Total
,,,,,cm,cm/s,cm/s
Result 1,Trial     1,E8,7:30:00-7:40:00,,2.54151,0.00423586,31.7689
Result 1,Trial     1,E8,7:40:00-7:50:00,,0.560361,0.00121564,7.00452
Result 1,Trial     1,E8,7:50:00-8:00:00,,0.858133,0.040478,10.7267
Result 1,Trial     1,E8,8:00:00-8:10:00,,2.68061,0.0288859,33.5077
Result 1,Trial     1,E8,8:10:00-8:20:00,,2.90452,0.0454968,36.3064
Result 1,Trial     1,E8,8:20:00-8:30:00,,-,-,-
Result 1,Trial     1,E8,8:30:00-8:40:00,,4.48004,0.0704409,56.0006
Result 1,Trial     1,E8,8:40:00-8:50:00,,38.2958,0.142852,478.697
Result 1,Trial     1,E8,8:50:00-9:00:00,,40.5789,0.155977,507.236
Result 1,Trial     1,E8,9:00:00-9:10:00,,0.278718,0.00487269,3.48397
Result 1,Trial     1,E8,9:10:00-9:20:00,,3.04945,0.00560232,38.1182
Result 1,Trial     1,E8,9:20:00-9:30:00,,3.16677,0.0130902,39.5846
Result 1,Trial     1,E8,9:30:00-9:40:00,,1.3035,0.0182461,16.2938
Result 1,Trial     1,E8,9:40:00-9:50:00,,0,0,0
Result 1,Trial     1,E8,9:50:00-10:00:00,,0.0493233,8.28016e-05,0.616541
Result 1,Trial     1,E8,10:00:00-10:10:00,,0.251949,0.00612717,3.14937
Result 1,Trial     1,E8,10:10:00-10:20:00,,-,-,-
Result 1,Trial     1,E8,10:20:00-10:30:00,,22.0963,0.19451,276.204
Result 1,Trial     1,E8,10:30:00-10:40:00,,7.71703,0.0267729,96.4629
Result 1,Trial     1,E8,10:40:00-10:50:00,,2.69211,0.00615761,33.6514
Result 1,Trial     1,E8,10:50:00-11:00:00,,0.283411,0.00349028,3.54264
Result 1,Trial     1,E8,11:00:00-11:10:00,,9.42665,0.0429891,117.833
Result 1,Trial     1,E8,11:10:00-11:20:00,,0.91093,0.00663943,11.3866
Result 1,Trial     1,E8,11:20:00-11:30:00,,47.9717,0.111025,599.647
Result 1,Trial     1,E8,11:30:00-11:40:00,,3.79351,0.0228745,47.4189
Result 1,Trial     1,E8,11:40:00-11:50:00,,14.7153,0.030474,183.941
Result 1,Trial     1,E8,11:50:00-12:00:00,,0.749747,0.00680599,9.37184
Result 1,Trial     1,E8,12:00:00-12:10:00,,44.2906,0.296377,553.632
Result 1,Trial     1,E8,12:10:00-12:20:00,,-,-,-
Result 1,Trial     1,E8,12:20:00-12:30:00,,0.142747,0.0165217,1.78434
Result 1,Trial     1,E8,12:30:00-12:40:00,,12.7785,0.0403771,159.732
Result 1,Trial     1,E8,12:40:00-12:50:00,,1.62624,0.0170537,20.328
Result 1,Trial     1,E8,12:50:00-13:00:00,,3.38267,0.00613603,42.2834
Result 1,Trial     1,E8,13:00:00-13:10:00,,5.6445,0.0213096,70.5562
Result 1,Trial     1,E8,13:10:00-13:20:00,,5.88722,0.0112369,73.5903
Result 1,Trial     1,E8,13:20:00-13:30:00,,1.57159,0.0245254,19.6449
Result 1,Trial     1,E8,13:30:00-13:40:00,,0.0228507,0.0102012,0.285633
Result 1,Trial     1,E8,13:40:00-13:50:00,,0.71737,0.00198916,8.96713
Result 1,Trial     1,E8,13:50:00-14:00:00,,3.56243,0.0104214,44.5304
Result 1,Trial     1,E8,14:00:00-14:10:00,,21.0809,0.0379371,263.511
Result 1,Trial     1,E8,14:10:00-14:20:00,,3.89727,0.0119666,48.7159
Result 1,Trial     1,E8,14:20:00-14:30:00,,20.1656,0.0336094,252.07
Result 1,Trial     1,E8,14:30:00-14:40:00,,7.25994,0.0121501,90.7492
Result 1,Trial     1,E8,14:40:00-14:50:00,,1.30842,0.00218245,16.3553
Result 1,Trial     1,E8,14:50:00-15:00:00,,1.04934,0.0017489,13.1167
Result 1,Trial     1,E8,15:00:00-15:10:00,,2.95535,0.00493084,36.9418
Result 1,Trial     1,E8,15:10:00-15:20:00,,1.91224,0.00357241,23.903
Result 1,Trial     1,E8,15:20:00-15:30:00,,0.660221,0.00110037,8.25277
Result 1,Trial     1,E8,15:30:00-15:40:00,,2.40017,0.00400242,30.0022
Result 1,Trial     1,E8,15:40:00-15:50:00,,3.379,0.00563919,42.2376
Result 1,Trial     1,E8,15:50:00-16:00:00,,3.39704,0.00566174,42.463
Result 1,Trial     1,E8,16:00:00-16:10:00,,4.19701,0.00699688,52.4626
Result 1,Trial     1,E8,16:10:00-16:20:00,,14.4883,0.024997,181.104
Result 1,Trial     1,E8,16:20:00-16:30:00,,2.83979,0.0215658,35.4973
Result 1,Trial     1,E8,16:30:00-16:40:00,,48.8827,0.0833834,611.033
Result 1,Trial     1,E8,16:40:00-16:50:00,,0.0533182,0.00766066,0.666478
Result 1,Trial     1,E8,16:50:00-17:00:00,,0,0,0
Result 1,Trial     1,E8,17:00:00-17:10:00,,0.310803,3.88503,3.88503
Result 1,Trial     1,E8,17:10:00-17:20:00,,0.918882,0.00559748,11.486
Result 1,Trial     1,E8,17:20:00-17:30:00,,0.565767,0.000943952,7.07209
Result 1,Trial     1,E8,17:30:00-17:40:00,,1.18742,0.00451147,14.8427
Result 1,Trial     1,E8,17:40:00-17:50:00,,-,-,-
Result 1,Trial     1,E8,17:50:00-18:00:00,,2.7584,0.00674359,34.48
Result 1,Trial     1,E8,18:00:00-18:10:00,,4.96652,0.00827974,62.0815
Result 1,Trial     1,E8,18:10:00-18:20:00,,35.282,0.0611261,441.025
Result 1,Trial     1,E8,18:20:00-18:30:00,,8.61755,0.0147804,107.719
Result 1,Trial     1,E8,18:30:00-18:40:00,,0.903081,0.00150513,11.2885
Result 1,Trial     1,E8,18:40:00-18:50:00,,0.440499,0.000734557,5.50624
Result 1,Trial     1,E8,18:50:00-19:00:00,,1.77649,0.00296319,22.2061
Result 1,Trial     1,E8,19:00:00-19:10:00,,0.675894,0.00112649,8.44868
Result 1,Trial     1,E8,19:10:00-19:20:00,,16.8118,0.0280346,210.147
Result 1,Trial     1,E8,19:20:00-19:30:00,,20.8519,0.0621481,260.649
Result 1,Trial     1,E8,19:30:00-19:40:00,,1.17911,0.00196571,14.7389
Result 1,Trial     1,E8,19:40:00-19:50:00,,2.51551,0.00419252,31.4439
Result 1,Trial     1,E8,19:50:00-20:00:00,,14.9556,0.024936,186.945
Result 1,Trial     1,E8,20:00:00-20:10:00,,17.4723,0.0343186,218.404
Result 1,Trial     1,E8,20:10:00-20:20:00,,15.4398,0.108364,192.997
Result 1,Trial     1,E8,20:20:00-20:30:00,,-,-,-
Result 1,Trial     1,E8,20:30:00-20:40:00,,6.91016,0.0200504,86.377
Result 1,Trial     1,E8,20:40:00-20:50:00,,2.15573,0.00359289,26.9466
Result 1,Trial     1,E8,20:50:00-21:00:00,,5.69706,0.00950524,71.2133
Result 1,Trial     1,E8,21:00:00-21:10:00,,10.2558,0.0175853,128.197
Result 1,Trial     1,E8,21:10:00-21:20:00,,148.008,0.24934,1850.11
Result 1,Trial     1,E8,21:20:00-21:30:00,,0.531584,0.39087,6.64479
Result 1,Trial     1,E8,21:30:00-21:40:00,,3.28665,0.0107547,41.0831
Result 1,Trial     1,E8,21:40:00-21:50:00,,2.79202,0.0046546,34.9002
Result 1,Trial     1,E8,21:50:00-22:00:00,,0.720618,0.00120135,9.00773
Result 1,Trial     1,E8,22:00:00-22:10:00,,12.5801,0.0215767,157.251
Result 1,Trial     1,E8,22:10:00-22:20:00,,4.52676,0.0076808,56.5845
Result 1,Trial     1,E8,22:20:00-22:30:00,,2.36232,0.0039372,29.529
Result 1,Trial     1,E8,22:30:00-22:40:00,,10.452,0.0184274,130.65
Result 1,Trial     1,E8,22:40:00-22:50:00,,8.32415,0.0158616,104.052
Result 1,Trial     1,E8,22:50:00-23:00:00,,9.62841,0.0168683,120.355
Result 1,Trial     1,E8,23:00:00-23:10:00,,13.0166,0.0272862,162.707
Result 1,Trial     1,E8,23:10:00-23:20:00,,1.38885,0.00235557,17.3606
Result 1,Trial     1,E8,23:20:00-23:30:00,,3.64392,0.00608294,45.549
Result 1,Trial     1,E8,23:30:00-23:40:00,,3.78756,0.00631933,47.3444
Result 1,Trial     1,E8,23:40:00-23:50:00,,6.56376,0.0109689,82.047
Result 1,Trial     1,E8,23:50:00-24:00:00,,11.2003,0.0195481,140.004
Result 1,Trial     1,E8,24:00:00-24:10:00,,8.78786,0.0147072,109.848
Result 1,Trial     1,E8,24:10:00-24:20:00,,8.04666,0.0134524,100.583
Result 1,Trial     1,E8,24:20:00-24:30:00,,3.15334,0.00525557,39.4168
Result 1,Trial     1,E8,24:30:00-24:40:00,,3.21025,0.00763183,40.1282
Result 1,Trial     1,E8,24:40:00-24:50:00,,17.3283,0.0317416,216.604
Result 1,Trial     1,E8,24:50:00-25:00:00,,2.95034,0.0057516,36.8792
Result 1,Trial     1,E8,25:00:00-25:10:00,,13.8491,0.0549916,173.114
Result 1,Trial     1,E8,25:10:00-25:20:00,,39.2968,0.0728907,491.21
Result 1,Trial     1,E8,25:20:00-25:30:00,,1.04671,0.00174497,13.0838
Result 1,Trial     1,E8,25:30:00-25:40:00,,0.084483,0.000140843,1.05604
Result 1,Trial     1,E8,25:40:00-25:50:00,,0.4851,0.00251087,6.06376
Result 1,Trial     1,E8,25:50:00-26:00:00,,0.0240867,0.00912375,0.301084
Result 1,Trial     1,E8,26:00:00-26:10:00,,21.6836,0.0611151,271.045
Result 1,Trial     1,E8,26:10:00-26:20:00,,10.4997,0.0256392,131.247
Result 1,Trial     1,E8,26:20:00-26:30:00,,19.3811,0.0324316,242.264
Result 1,Trial     1,E8,26:30:00-26:40:00,,12.2802,0.0205493,153.503
Result 1,Trial     1,E8,26:40:00-26:50:00,,11.3541,0.0320737,141.926
Result 1,Trial     1,E8,26:50:00-27:00:00,,1.54163,0.00628928,19.2703
Result 1,Trial     1,E8,27:00:00-27:10:00,,10.0184,0.0365528,125.23
Result 1,Trial     1,E8,27:10:00-27:20:00,,2.76829,0.0348476,34.6036
Result 1,Trial     1,E8,27:20:00-27:30:00,,10.2514,0.0271835,128.143
Result 1,Trial     1,E8,27:30:00-27:40:00,,2.81421,0.0131949,35.1776
Result 1,Trial     1,E8,27:40:00-27:50:00,,15.1054,0.0661358,188.818
Result 1,Trial     1,E8,27:50:00-28:00:00,,20.3505,0.0403973,254.382
Result 1,Trial     1,E8,28:00:00-28:10:00,,44.1489,0.0772158,551.862
Result 1,Trial     1,E8,28:10:00-28:20:00,,20.0482,0.033494,250.602
Result 1,Trial     1,E8,28:20:00-28:30:00,,15.1652,0.0328479,189.565
Result 1,Trial     1,E8,28:30:00-28:40:00,,38.6831,0.0683738,483.539
Result 1,Trial     1,E8,28:40:00-28:50:00,,2.22368,0.00370713,27.796
Result 1,Trial     1,E8,28:50:00-29:00:00,,11.6129,0.0194093,145.162
Result 1,Trial     1,E8,29:00:00-29:10:00,,8.53757,0.0142826,106.72
Result 1,Trial     1,E8,29:10:00-29:20:00,,10.7,0.0179941,133.75
Result 1,Trial     1,E8,29:20:00-29:30:00,,17.4836,0.0535518,218.545
Result 1,Trial     1,E8,29:30:00-29:40:00,,32.8769,0.100039,410.961
Result 1,Trial     1,E8,29:40:00-29:50:00,,44.1362,0.0736586,551.703
Result 1,Trial     1,E8,29:50:00-30:00:00,,6.83882,0.0114072,85.4852
Result 1,Trial     1,E8,30:00:00-30:10:00,,23.357,0.0514744,291.963
Result 1,Trial     1,E8,30:10:00-30:20:00,,8.73341,0.190853,109.168
Result 1,Trial     1,E8,30:20:00-30:30:00,,54.0856,0.122299,676.07
Result 1,Trial     1,E8,30:30:00-30:40:00,,-,-,-
Result 1,Trial     1,E8,30:40:00-30:50:00,,8.84709,0.0248458,110.589
Result 1,Trial     1,E8,30:50:00-31:00:00,,49.7201,0.0832666,621.502
Result 1,Trial     1,E8,31:00:00-31:10:00,,88.0452,0.31882,1100.57
Result 1,Trial     1,E8,31:10:00-31:20:00,,43.9415,0.16155,549.269
Result 1,Trial     1,E8,31:20:00-31:30:00,,19.8998,0.0653224,248.748
Result 1,Trial     1,E8,31:30:00-31:40:00,,39.0943,0.0791895,488.678
Result 1,Trial     1,E8,31:40:00-31:50:00,,91.0433,0.158989,1138.04
Result 1,Trial     1,E8,31:50:00-32:00:00,,7.46532,0.0124422,93.3165
Result 1,Trial     1,E8,32:00:00-32:10:00,,25.0463,0.0417996,313.079
Result 1,Trial     1,E8,32:10:00-32:20:00,,15.7212,0.0424622,196.515
Result 1,Trial     1,E8,32:20:00-32:30:00,,27.1105,0.0642672,338.881
Result 1,Trial     1,E8,32:30:00-32:40:00,,122.369,0.206148,1529.62
Result 1,Trial     1,E8,32:40:00-32:50:00,,9.0654,0.0422984,113.318
Result 1,Trial     1,E8,32:50:00-33:00:00,,127.861,0.215138,1598.26
Result 1,Trial     1,E8,33:00:00-33:10:00,,91.3718,0.19241,1142.15
Result 1,Trial     1,E8,33:10:00-33:20:00,,-,-,-
Result 1,Trial     1,E8,33:20:00-33:30:00,,47.6634,0.0989195,595.792
Result 1,Trial     1,E8,33:30:00-33:40:00,,81.3359,0.136616,1016.7
Result 1,Trial     1,E8,33:40:00-33:50:00,,47.4934,0.0792825,593.667
Result 1,Trial     1,E8,33:50:00-34:00:00,,47.5781,0.0792968,594.726
Result 1,Trial     1,E8,34:00:00-34:10:00,,47.0567,0.0784906,588.208
Result 1,Trial     1,E8,34:10:00-34:20:00,,49.3527,0.0824193,616.908
Result 1,Trial     1,E8,34:20:00-34:30:00,,56.033,0.0937257,700.412
Result 1,Trial     1,E8,34:30:00-34:40:00,,34.7559,0.0580659,434.449
Result 1,Trial     1,E8,34:40:00-34:50:00,,39.9498,0.0670119,499.372
Result 1,Trial     1,E8,34:50:00-35:00:00,,27.4843,0.0458561,343.554
Result 1,Trial     1,E8,35:00:00-35:10:00,,32.8031,0.0546863,410.038
Result 1,Trial     1,E8,35:10:00-35:20:00,,27.5075,0.0458703,343.844
Result 1,Trial     1,E8,35:20:00-35:30:00,,45.0088,0.0752253,562.61
Result 1,Trial     1,E8,35:30:00-35:40:00,,23.1108,0.038518,288.885
Result 1,Trial     1,E8,35:40:00-35:50:00,,43.0861,0.0718869,538.576
Result 1,Trial     1,E8,35:50:00-36:00:00,,32.3132,0.0541296,403.915
Result 1,Trial     1,E8,36:00:00-36:10:00,,25.3413,0.0425762,316.767
Result 1,Trial     1,E8,36:10:00-36:20:00,,42.7153,0.0712872,533.941
Result 1,Trial     1,E8,36:20:00-36:30:00,,32.1402,0.0537246,401.753
Result 1,Trial     1,E8,36:30:00-36:40:00,,36.3314,0.0606009,454.143
Result 1,Trial     1,E8,36:40:00-36:50:00,,37.4286,0.0624477,467.858
Result 1,Trial     1,E8,36:50:00-37:00:00,,29.3797,0.0490185,367.247
Result 1,Trial     1,E8,37:00:00-37:10:00,,40.3993,0.067476,504.991
Result 1,Trial     1,E8,37:10:00-37:20:00,,28.8241,0.0480658,360.302
Result 1,Trial     1,E8,37:20:00-37:30:00,,29.5573,0.049328,369.467
Result 1,Trial     1,E8,37:30:00-37:40:00,,30.2482,0.0505079,378.102
Result 1,Trial     1,E8,37:40:00-37:50:00,,28.4109,0.0473642,355.137
Result 1,Trial     1,E8,37:50:00-38:00:00,,26.863,0.0448314,335.787
Result 1,Trial     1,E8,38:00:00-38:10:00,,20.5141,0.0343321,256.426
Result 1,Trial     1,E8,38:10:00-38:20:00,,32.2377,0.0537581,402.971
Result 1,Trial     1,E8,38:20:00-38:30:00,,26.4254,0.0443976,330.318
Result 1,Trial     1,E8,38:30:00-38:40:00,,22.8014,0.0381039,285.017
Result 1,Trial     1,E8,38:40:00-38:50:00,,29.8695,0.0498091,373.369
Result 1,Trial     1,E8,38:50:00-39:00:00,,32.5034,0.0542302,406.293
Result 1,Trial     1,E8,39:00:00-39:10:00,,23.656,0.0394688,295.7
Result 1,Trial     1,E8,39:10:00-39:20:00,,23.5043,0.0391842,293.803
Result 1,Trial     1,E8,39:20:00-39:30:00,,24.5372,0.0409062,306.714
Result 1,Trial     1,E8,39:30:00-39:40:00,,32.3078,0.0539038,403.847
Result 1,Trial     1,E8,39:40:00-39:50:00,,16.1687,0.0269478,202.108
Result 1,Trial     1,E8,39:50:00-40:00:00,,19.1732,0.0320966,239.666
Result 1,Trial     1,E8,40:00:00-40:10:00,,15.921,0.0265846,199.013
Result 1,Trial     1,E8,40:10:00-40:20:00,,27.5822,0.0460071,344.777
Result 1,Trial     1,E8,40:20:00-40:30:00,,16.4955,0.0275292,206.194
Result 1,Trial     1,E8,40:30:00-40:40:00,,15.7263,0.0276949,196.579
Result 1,Trial     1,E8,40:40:00-40:50:00,,18.6893,0.031362,233.616
Result 1,Trial     1,E8,40:50:00-41:00:00,,19.1936,0.0320877,239.92
Result 1,Trial     1,E8,41:00:00-41:10:00,,12.1772,0.0206198,152.215
Result 1,Trial     1,E8,41:10:00-41:20:00,,12.6004,0.021085,157.505
Result 1,Trial     1,E8,41:20:00-41:30:00,,15.0006,0.0250143,187.507
Result 1,Trial     1,E8,41:30:00-41:40:00,,14.1553,0.0236048,176.941
Result 1,Trial     1,E8,41:40:00-41:50:00,,24.879,0.0415426,310.988
Result 1,Trial     1,E8,41:50:00-42:00:00,,11.6374,0.0193956,145.467
Result 1,Trial     1,E8,42:00:00-42:10:00,,6.1373,0.0102316,76.7162
Result 1,Trial     1,E8,42:10:00-42:20:00,,16.3756,0.0276019,204.695
Result 1,Trial     1,E8,42:20:00-42:30:00,,12.5505,0.0254594,156.881
Result 1,Trial     1,E8,42:30:00-42:40:00,,21.0737,0.0352403,263.421
Result 1,Trial     1,E8,42:40:00-42:50:00,,21.4386,0.03575,267.982
Result 1,Trial     1,E8,42:50:00-43:00:00,,28.4627,0.0476858,355.784
Result 1,Trial     1,E8,43:00:00-43:10:00,,13.232,0.0234977,165.401
Result 1,Trial     1,E8,43:10:00-43:20:00,,15.4236,0.0279373,192.796
Result 1,Trial     1,E8,43:20:00-43:30:00,,24.957,0.0416561,311.963
Result 1,Trial     1,E8,43:30:00-43:40:00,,24.8628,0.0444996,310.785
Result 1,Trial     1,E8,43:40:00-43:50:00,,17.8815,0.0449917,223.519
Result 1,Trial     1,E8,43:50:00-44:00:00,,10.1003,0.0208305,126.254
Result 1,Trial     1,E8,44:00:00-44:10:00,,25.7992,0.0437571,322.49
Result 1,Trial     1,E8,44:10:00-44:20:00,,19.9397,0.0358422,249.247
Result 1,Trial     1,E8,44:20:00-44:30:00,,13.0091,0.0223524,162.614
Result 1,Trial     1,E8,44:30:00-44:40:00,,17.3426,0.0289816,216.782
Result 1,Trial     1,E8,44:40:00-44:50:00,,30.3168,0.0512523,378.96
Result 1,Trial     1,E8,44:50:00-45:00:00,,15.3863,0.0256713,192.329
Result 1,Trial     1,E8,45:00:00-45:10:00,,12.2055,0.0203479,152.568
Result 1,Trial     1,E8,45:10:00-45:20:00,,11.54,0.0192334,144.251
Result 1,Trial     1,E8,45:20:00-45:30:00,,11.6149,0.01953,145.186
Result 1,Trial     1,E8,45:30:00-45:40:00,,17.7784,0.0298376,222.23
Result 1,Trial     1,E8,45:40:00-45:50:00,,7.54533,0.0125823,94.3166
Result 1,Trial     1,E8,45:50:00-46:00:00,,13.1342,0.022058,164.177
Result 1,Trial     1,E8,46:00:00-46:10:00,,10.5695,0.0176206,132.119
Result 1,Trial     1,E8,46:10:00-46:20:00,,17.0079,0.0286792,212.599
Result 1,Trial     1,E8,46:20:00-46:30:00,,15.7102,0.0262117,196.378
Result 1,Trial     1,E8,46:30:00-46:40:00,,11.4845,0.0191561,143.556
Result 1,Trial     1,E8,46:40:00-46:50:00,,31.2685,0.0555588,390.856
Result 1,Trial     1,E8,46:50:00-47:00:00,,11.8439,0.0203587,148.048
Result 1,Trial     1,E8,47:00:00-47:10:00,,15.4826,0.0280238,193.532
Result 1,Trial     1,E8,47:10:00-47:20:00,,15.7149,0.0262334,196.436
Result 1,Trial     1,E8,47:20:00-47:30:00,,7.83702,0.0130722,97.9627
Result 1,Trial     1,E8,47:30:00-47:40:00,,7.79816,0.0130631,97.477
Result 1,Trial     1,E8,47:40:00-47:50:00,,17.2822,0.0288113,216.027
Result 1,Trial     1,E8,47:50:00-48:00:00,,1.64449,0.00316783,20.5561
Result 1,Trial     1,E8,48:00:00-48:10:00,,10.9835,0.0184015,137.293
Result 1,Trial     1,E8,48:10:00-48:20:00,,10.0845,0.0168074,126.056
Result 1,Trial     1,E8,48:20:00-48:30:00,,25.9321,0.0434345,324.151
Result 1,Trial     1,E8,48:30:00-48:40:00,,12.1802,0.0203274,152.253
Result 1,Trial     1,E8,48:40:00-48:50:00,,8.97989,0.0149785,112.249
Result 1,Trial     1,E8,48:50:00-49:00:00,,9.43703,0.0170344,117.963
Result 1,Trial     1,E8,49:00:00-49:10:00,,15.1265,0.0258519,189.081
Result 1,Trial     1,E8,49:10:00-49:20:00,,6.81005,0.0113531,85.1257
Result 1,Trial     1,E8,49:20:00-49:30:00,,16.6258,0.0277764,207.823
Result 1,Trial     1,E8,49:30:00-49:40:00,,26.5514,0.044814,331.892
Result 1,Trial     1,E8,49:40:00-49:50:00,,5.37406,0.0100925,67.1758
Result 1,Trial     1,E8,49:50:00-50:00:00,,14.7528,0.0337934,184.41
Result 1,Trial     1,E8,50:00:00-50:10:00,,30.4486,0.0509788,380.608
Result 1,Trial     1,E8,50:10:00-50:20:00,,8.7134,0.0160503,108.917
Result 1,Trial     1,E8,50:20:00-50:30:00,,16.1618,0.0269868,202.023
Result 1,Trial     1,E8,50:30:00-50:40:00,,8.21715,0.014113,102.714
Result 1,Trial     1,E8,50:40:00-50:50:00,,1.05357,0.00251665,13.1696
Result 1,Trial     1,E8,50:50:00-51:00:00,,16.7199,0.0327482,208.999
Result 1,Trial     1,E8,51:00:00-51:10:00,,8.40321,0.0140241,105.04
Result 1,Trial     1,E8,51:10:00-51:20:00,,6.93044,0.0115538,86.6305
Result 1,Trial     1,E8,51:20:00-51:30:00,,10.9022,0.0181704,136.278
Result 1,Trial     1,E8,51:30:00-51:40:00,,20.3785,0.0339822,254.731
Result 1,Trial     1,E8,51:40:00-51:50:00,,19.4483,0.0324874,243.103
Result 1,Trial     1,E8,51:50:00-52:00:00,,15.4507,0.025858,193.133
Result 1,Trial     1,E8,52:00:00-52:10:00,,12.1594,0.0211542,151.993
Result 1,Trial     1,E8,52:10:00-52:20:00,,11.9058,0.0202977,148.822
Result 1,Trial     1,E8,52:20:00-52:30:00,,8.44569,0.0169674,105.571
Result 1,Trial     1,E8,52:30:00-52:40:00,,35.0133,0.0585429,437.667
Result 1,Trial     1,E8,52:40:00-52:50:00,,12.0402,0.0201207,150.503
Result 1,Trial     1,E8,52:50:00-53:00:00,,3.78504,0.00631009,47.3131
Result 1,Trial     1,E8,53:00:00-53:10:00,,9.42414,0.0157153,117.802
Result 1,Trial     1,E8,53:10:00-53:20:00,,10.6508,0.0177893,133.135
Result 1,Trial     1,E8,53:20:00-53:30:00,,23.8101,0.0397577,297.626
Result 1,Trial     1,E8,53:30:00-53:40:00,,15.9584,0.0266257,199.479
Result 1,Trial     1,E8,53:40:00-53:50:00,,20.4187,0.034104,255.234
Result 1,Trial     1,E8,53:50:00-54:00:00,,20.668,0.034931,258.35
Result 1,Trial     1,E8,54:00:00-54:10:00,,12.1821,0.0203035,152.276
Result 1,Trial     1,E8,54:10:00-54:20:00,,23.3906,0.0394791,292.382
Result 1,Trial     1,E8,54:20:00-54:30:00,,13.8847,0.0242875,173.558
Result 1,Trial     1,E8,54:30:00-54:40:00,,12.8723,0.0214595,160.904
Result 1,Trial     1,E8,54:40:00-54:50:00,,19.3402,0.0325811,241.752
Result 1,Trial     1,E8,54:50:00-55:00:00,,41.2568,0.0697094,515.71
Result 1,Trial     1,E8,55:00:00-55:10:00,,17.1428,0.0312688,214.285
Result 1,Trial     1,E8,55:10:00-55:20:00,,21.0549,0.0352607,263.186
Result 1,Trial     1,E8,55:20:00-55:30:00,,20.6968,0.0367225,258.71
Result 1,Trial     1,E8,55:30:00-55:40:00,,20.8137,0.0346988,260.172
Result 1,Trial     1,E8,55:40:00-55:50:00,,20.7781,0.0346579,259.726
Result 1,Trial     1,E8,55:50:00-56:00:00,,31.3294,0.0524957,391.618
Result 1,Trial     1,E8,56:00:00-56:10:00,,19.5637,0.0326496,244.546
Result 1,Trial     1,E8,56:10:00-56:20:00,,22.9966,0.0391205,287.457
Result 1,Trial     1,E8,56:20:00-56:30:00,,18.6406,0.0314408,233.008
Result 1,Trial     1,E8,56:30:00-56:40:00,,24.3636,0.0417986,304.545
Result 1,Trial     1,E8,56:40:00-56:50:00,,17.4063,0.0292484,217.579
Result 1,Trial     1,E8,56:50:00-57:00:00,,18.1554,0.030672,226.942
Result 1,Trial     1,E8,57:00:00-57:10:00,,33.4366,0.057945,417.957
Result 1,Trial     1,E8,57:10:00-57:20:00,,24.9471,0.0447659,311.839
Result 1,Trial     1,E8,57:20:00-57:30:00,,18.1316,0.0323964,226.645
Result 1,Trial     1,E8,57:30:00-57:40:00,,31.3834,0.0523895,392.292
Result 1,Trial     1,E8,57:40:00-57:50:00,,15.7841,0.0263068,197.301
Result 1,Trial     1,E8,57:50:00-58:00:00,,34.1338,0.0583924,426.673
Result 1,Trial     1,E8,58:00:00-58:10:00,,26.1223,0.0446565,326.529
Result 1,Trial     1,E8,58:10:00-58:20:00,,18.9306,0.0325,236.633
Result 1,Trial     1,E8,58:20:00-58:30:00,,18.5485,0.0321087,231.857
Result 1,Trial     1,E8,58:30:00-58:40:00,,23.1906,0.0393434,289.882
Result 1,Trial     1,E8,58:40:00-58:50:00,,23.114,0.0385335,288.924
Result 1,Trial     1,E8,58:50:00-59:00:00,,18.27,0.0305436,228.374
Result 1,Trial     1,E8,59:00:00-59:10:00,,18.0269,0.030085,225.337
Result 1,Trial     1,E8,59:10:00-59:20:00,,19.3732,0.032306,242.165
Result 1,Trial     1,E8,59:20:00-59:30:00,,22.8765,0.0391989,285.956
Result 1,Trial     1,E8,59:30:00-59:40:00,,21.6073,0.0360314,270.091
Result 1,Trial     1,E8,59:40:00-59:50:00,,23.0525,0.0385854,288.156
Result 1,Trial     1,E8,59:50:00-60:00:00,,22.4945,0.0374908,281.181
Result 1,Trial     1,E8,60:00:00-60:10:00,,52.8804,0.0919723,661.005
Result 1,Trial     1,E8,60:10:00-60:20:00,,35.3979,0.0597856,442.473
Result 1,Trial     1,E8,60:20:00-60:30:00,,34.8961,0.0585741,436.202
Result 1,Trial     1,E8,60:30:00-60:40:00,,32.345,0.0543431,404.312
Result 1,Trial     1,E8,60:40:00-60:50:00,,27.1703,0.0453201,339.629
Result 1,Trial     1,E8,60:50:00-61:00:00,,33.9883,0.0566623,424.854
Result 1,Trial     1,E8,61:00:00-61:10:00,,32.0928,0.0535593,401.159
Result 1,Trial     1,E8,61:10:00-61:20:00,,22.5603,0.0376306,282.004
Result 1,Trial     1,E8,61:20:00-61:30:00,,21.9861,0.0367316,274.826
Result 1,Trial     1,E8,61:30:00-61:40:00,,21.3096,0.0355539,266.37
Result 1,Trial     1,E8,61:40:00-61:50:00,,28.1557,0.0469763,351.946
Result 1,Trial     1,E8,61:50:00-62:00:00,,21.8722,0.0366638,273.402
Result 1,Trial     1,E8,62:00:00-62:10:00,,33.8382,0.0567678,422.977
Result 1,Trial     1,E8,62:10:00-62:20:00,,33.5361,0.0559383,419.201
Result 1,Trial     1,E8,62:20:00-62:30:00,,21.7545,0.0363254,271.932
Result 1,Trial     1,E8,62:30:00-62:40:00,,15.3629,0.0258949,192.036
Result 1,Trial     1,E8,62:40:00-62:50:00,,17.8134,0.0297048,222.667
