,,,,Independent Variable,Distance moved,Velocity,Velocity.1
,,,,Independent Variable,Center-point,Center-point,Center-point
,,,,Treatment,Total,Mean,Total
,,,,,cm,cm/s,cm/s
Result 1,Trial     1,B3,73:50:00-74:00:00,,21.8052,0.0378614,272.565
Result 1,Trial     1,B3,74:00:00-74:10:00,,2.78969,0.00464949,34.8711
Result 1,Trial     1,B3,74:10:00-74:20:00,,11.3695,0.0191355,142.119
Result 1,Trial     1,B3,74:20:00-74:30:00,,11.3544,0.0190305,141.93
Result 1,Trial     1,B3,74:30:00-74:40:00,,9.39626,0.0156604,117.453
Result 1,Trial     1,B3,74:40:00-74:50:00,,2.9247,0.00487971,36.5588
Result 1,Trial     1,B3,74:50:00-75:00:00,,25.8675,0.0431355,323.344
Result 1,Trial     1,B3,75:00:00-75:10:00,,4.68244,0.00780406,58.5305
Result 1,Trial     1,B3,75:10:00-75:20:00,,3.82444,0.00637577,47.8055
Result 1,Trial     1,B3,75:20:00-75:30:00,,1.45738,0.00243026,18.2172
Result 1,Trial     1,B3,75:30:00-75:40:00,,0.76052,0.00126753,9.5065
Result 1,Trial     1,B3,75:40:00-75:50:00,,24.4309,0.0407291,305.387
Result 1,Trial     1,B3,75:50:00-76:00:00,,5.15163,0.0392177,64.3954
Result 1,Trial     1,B3,76:00:00-76:10:00,,12.6466,0.0250765,158.083
Result 1,Trial     1,B3,76:10:00-76:20:00,,37.0589,0.0648064,463.236
Result 1,Trial     1,B3,76:20:00-76:30:00,,12.1659,0.0202928,152.074
Result 1,Trial     1,B3,76:30:00-76:40:00,,19.7207,0.0399139,246.508
Result 1,Trial     1,B3,76:40:00-76:50:00,,7.61495,0.22034,95.1868
Result 1,Trial     1,B3,76:50:00-77:00:00,,15.6701,0.0497023,195.877
Result 1,Trial     1,B3,77:00:00-77:10:00,,18.4833,0.0387783,231.041
Result 1,Trial     1,B3,77:10:00-77:20:00,,1.40912,0.0181588,17.614
Result 1,Trial     1,B3,77:20:00-77:30:00,,0.183704,0.063786,2.2963
Result 1,Trial     1,B3,77:30:00-77:40:00,,0,0,0
Result 1,Trial     1,B3,77:40:00-77:50:00,,7.29439,0.225693,91.1798
Result 1,Trial     1,B3,77:50:00-78:00:00,,0.0562684,0.000108475,0.703355
Result 1,Trial     1,B3,78:00:00-78:10:00,,8.05885,0.013435,100.736
Result 1,Trial     1,B3,78:10:00-78:20:00,,8.67972,0.0187678,108.496
Result 1,Trial     1,B3,78:20:00-78:30:00,,44.3848,0.0765995,554.81
Result 1,Trial     1,B3,78:30:00-78:40:00,,32.6693,0.0548143,408.367
Result 1,Trial     1,B3,78:40:00-78:50:00,,60.8251,0.102069,760.314
Result 1,Trial     1,B3,78:50:00-79:00:00,,19.1606,0.0319343,239.507
Result 1,Trial     1,B3,79:00:00-79:10:00,,4.32906,0.0119614,54.1133
Result 1,Trial     1,B3,79:10:00-79:20:00,,4.19769,0.0107303,52.4711
Result 1,Trial     1,B3,79:20:00-79:30:00,,25.3844,0.0426543,317.305
Result 1,Trial     1,B3,79:30:00-79:40:00,,14.5505,0.0242897,181.881
Result 1,Trial     1,B3,79:40:00-79:50:00,,1.40978,0.00235026,17.6223
Result 1,Trial     1,B3,79:50:00-80:00:00,,57.0782,0.0959749,713.477
Result 1,Trial     1,B3,80:00:00-80:10:00,,45.1519,0.0762185,564.398
Result 1,Trial     1,B3,80:10:00-80:20:00,,10.1542,0.0321743,126.928
Result 1,Trial     1,B3,80:20:00-80:30:00,,5.48684,0.00914473,68.5854
Result 1,Trial     1,B3,80:30:00-80:40:00,,29.5235,0.049344,369.044
Result 1,Trial     1,B3,80:40:00-80:50:00,,22.7858,0.0380881,284.823
Result 1,Trial     1,B3,80:50:00-81:00:00,,72.4576,0.121753,905.72
Result 1,Trial     1,B3,81:00:00-81:10:00,,2.5894,0.0108872,32.3675
Result 1,Trial     1,B3,81:10:00-81:20:00,,9.49845,0.0158498,118.731
Result 1,Trial     1,B3,81:20:00-81:30:00,,10.771,0.0179564,134.637
Result 1,Trial     1,B3,81:30:00-81:40:00,,13.7056,0.0228549,171.32
Result 1,Trial     1,B3,81:40:00-81:50:00,,46.4854,0.0777452,581.067
Result 1,Trial     1,B3,81:50:00-82:00:00,,7.15435,0.0132547,89.4294
Result 1,Trial     1,B3,82:00:00-82:10:00,,7.58714,0.0126486,94.8393
Result 1,Trial     1,B3,82:10:00-82:20:00,,40.6379,0.0678022,507.974
Result 1,Trial     1,B3,82:20:00-82:30:00,,23.426,0.0390434,292.825
Result 1,Trial     1,B3,82:30:00-82:40:00,,30.7438,0.0514662,384.298
Result 1,Trial     1,B3,82:40:00-82:50:00,,28.5155,0.0475892,356.443
Result 1,Trial     1,B3,82:50:00-83:00:00,,18.0736,0.0301227,225.92
Result 1,Trial     1,B3,83:00:00-83:10:00,,12.9811,0.0216352,162.264
Result 1,Trial     1,B3,83:10:00-83:20:00,,64.7298,0.10794,809.122
Result 1,Trial     1,B3,83:20:00-83:30:00,,12.4715,0.0208108,155.894
Result 1,Trial     1,B3,83:30:00-83:40:00,,33.9484,0.0565807,424.355
Result 1,Trial     1,B3,83:40:00-83:50:00,,15.6251,0.0260697,195.314
Result 1,Trial     1,B3,83:50:00-84:00:00,,37.2353,0.0620919,465.441
Result 1,Trial     1,B3,84:00:00-84:10:00,,60.9282,0.104486,761.602
Result 1,Trial     1,B3,84:10:00-84:20:00,,4.62786,0.00771515,57.8482
Result 1,Trial     1,B3,84:20:00-84:30:00,,9.36909,0.015636,117.114
Result 1,Trial     1,B3,84:30:00-84:40:00,,16.0105,0.0266985,200.132
Result 1,Trial     1,B3,84:40:00-84:50:00,,2.78985,0.004651,34.8732
Result 1,Trial     1,B3,84:50:00-85:00:00,,30.88,0.0516181,386
Result 1,Trial     1,B3,85:00:00-85:10:00,,8.39003,0.0139834,104.875
Result 1,Trial     1,B3,85:10:00-85:20:00,,13.5416,0.02401,169.271
Result 1,Trial     1,B3,85:20:00-85:30:00,,57.1394,0.148925,714.243
Result 1,Trial     1,B3,85:30:00-85:40:00,,14.9779,0.0260939,187.224
Result 1,Trial     1,B3,85:40:00-85:50:00,,3.56714,0.0059484,44.5892
Result 1,Trial     1,B3,85:50:00-86:00:00,,17.2164,0.0287553,215.205
Result 1,Trial     1,B3,86:00:00-86:10:00,,10.6528,0.0177594,133.16
Result 1,Trial     1,B3,86:10:00-86:20:00,,39.1349,0.0652597,489.187
Result 1,Trial     1,B3,86:20:00-86:30:00,,10.8116,0.0296047,135.145
Result 1,Trial     1,B3,86:30:00-86:40:00,,24.3112,0.0465233,303.89
Result 1,Trial     1,B3,86:40:00-86:50:00,,68.1499,0.115602,851.873
Result 1,Trial     1,B3,86:50:00-87:00:00,,16.746,0.032002,209.325
Result 1,Trial     1,B3,87:00:00-87:10:00,,8.32452,0.0139094,104.056
Result 1,Trial     1,B3,87:10:00-87:20:00,,21.8254,0.037511,272.817
Result 1,Trial     1,B3,87:20:00-87:30:00,,5.17856,0.011297,64.732
Result 1,Trial     1,B3,87:30:00-87:40:00,,17.9269,0.0346025,224.086
Result 1,Trial     1,B3,87:40:00-87:50:00,,6.34673,0.0130184,79.3341
Result 1,Trial     1,B3,87:50:00-88:00:00,,58.3405,0.097338,729.256
Result 1,Trial     1,B3,88:00:00-88:10:00,,21.7355,0.0363712,271.693
Result 1,Trial     1,B3,88:10:00-88:20:00,,23.8338,0.039723,297.923
Result 1,Trial     1,B3,88:20:00-88:30:00,,9.76568,0.0166241,122.071
Result 1,Trial     1,B3,88:30:00-88:40:00,,17.0313,0.039726,212.892
Result 1,Trial     1,B3,88:40:00-88:50:00,,7.19403,0.0119901,89.9254
Result 1,Trial     1,B3,88:50:00-89:00:00,,18.1625,0.0303194,227.032
Result 1,Trial     1,B3,89:00:00-89:10:00,,40.8934,0.07074,511.167
Result 1,Trial     1,B3,89:10:00-89:20:00,,17.1238,0.0286008,214.048
Result 1,Trial     1,B3,89:20:00-89:30:00,,21.908,0.0385325,273.851
Result 1,Trial     1,B3,89:30:00-89:40:00,,34.4191,0.0573805,430.239
Result 1,Trial     1,B3,89:40:00-89:50:00,,12.74,0.0212334,159.25
Result 1,Trial     1,B3,89:50:00-90:00:00,,36.208,0.0603628,452.6
Result 1,Trial     1,B3,90:00:00-90:10:00,,34.4596,0.0574479,430.745
Result 1,Trial     1,B3,90:10:00-90:20:00,,18.3143,0.0366932,228.929
Result 1,Trial     1,B3,90:20:00-90:30:00,,14.0572,0.0359263,175.716
Result 1,Trial     1,B3,90:30:00-90:40:00,,18.3113,0.0305596,228.892
Result 1,Trial     1,B3,90:40:00-90:50:00,,36.5172,0.0726161,456.465
Result 1,Trial     1,B3,90:50:00-91:00:00,,41.5378,0.114442,519.222
Result 1,Trial     1,B3,91:00:00-91:10:00,,0.219705,0.137315,2.74631
Result 1,Trial     1,B3,91:10:00-91:20:00,,4.36513,0.0234281,54.5641
Result 1,Trial     1,B3,91:20:00-91:30:00,,18.874,0.0314735,235.926
Result 1,Trial     1,B3,91:30:00-91:40:00,,12.9469,0.0215839,161.836
Result 1,Trial     1,B3,91:40:00-91:50:00,,4.46092,0.00777055,55.7614
Result 1,Trial     1,B3,91:50:00-92:00:00,,16.1506,0.0297937,201.882
Result 1,Trial     1,B3,92:00:00-92:10:00,,15.4603,0.0257947,193.254
Result 1,Trial     1,B3,92:10:00-92:20:00,,29.9512,0.0499586,374.39
Result 1,Trial     1,B3,92:20:00-92:30:00,,18.4203,0.0307005,230.253
Result 1,Trial     1,B3,92:30:00-92:40:00,,136.738,0.227957,1709.22
Result 1,Trial     1,B3,92:40:00-92:50:00,,6.93986,0.0570337,86.7482
Result 1,Trial     1,B3,92:50:00-93:00:00,,11.757,0.0291418,146.962
Result 1,Trial     1,B3,93:00:00-93:10:00,,1.48674,0.0204898,18.5843
Result 1,Trial     1,B3,93:10:00-93:20:00,,14.0948,0.0468329,176.185
Result 1,Trial     1,B3,93:20:00-93:30:00,,12.4773,0.0208011,155.966
Result 1,Trial     1,B3,93:30:00-93:40:00,,5.8132,0.00973149,72.665
Result 1,Trial     1,B3,93:40:00-93:50:00,,10.0747,0.0168002,125.934
Result 1,Trial     1,B3,93:50:00-94:00:00,,7.53019,0.0366397,94.1274
Result 1,Trial     1,B3,94:00:00-94:10:00,,0,0,0
Result 1,Trial     1,B3,94:10:00-94:20:00,,10.4434,0.0232944,130.542
Result 1,Trial     1,B3,94:20:00-94:30:00,,88.6197,0.15744,1107.75
Result 1,Trial     1,B3,94:30:00-94:40:00,,18.1409,0.0660919,226.761
Result 1,Trial     1,B3,94:40:00-94:50:00,,-,-,-
Result 1,Trial     1,B3,94:50:00-95:00:00,,2.10863,0.0469838,26.3579
Result 1,Trial     1,B3,95:00:00-95:10:00,,9.01122,0.0204652,112.64
Result 1,Trial     1,B3,95:10:00-95:20:00,,17.0605,0.028457,213.257
Result 1,Trial     1,B3,95:20:00-95:30:00,,24.7113,0.186867,308.892
Result 1,Trial     1,B3,95:30:00-95:40:00,,2.91,0.0349088,36.3749
Result 1,Trial     1,B3,95:40:00-95:50:00,,-,-,-
Result 1,Trial     1,B3,95:50:00-96:00:00,,37.1697,0.0665932,464.621
Result 1,Trial     1,B3,96:00:00-96:10:00,,34.3633,0.0983607,429.541
Result 1,Trial     1,B3,96:10:00-96:20:00,,-,-,-
Result 1,Trial     1,B3,96:20:00-96:30:00,,0.0215438,0.0336622,0.269298
Result 1,Trial     1,B3,96:30:00-96:40:00,,0.168638,0.00147102,2.10797
Result 1,Trial     1,B3,96:40:00-96:50:00,,17.1898,0.0286649,214.872
Result 1,Trial     1,B3,96:50:00-97:00:00,,55.4183,0.0923885,692.729
Result 1,Trial     1,B3,97:00:00-97:10:00,,5.24,0.0286401,65.5
Result 1,Trial     1,B3,97:10:00-97:20:00,,1.73495,0.161843,21.6869
Result 1,Trial     1,B3,97:20:00-97:30:00,,-,-,-
Result 1,Trial     1,B3,97:30:00-97:40:00,,10.2089,0.0226382,127.612
Result 1,Trial     1,B3,97:40:00-97:50:00,,1.99087,0.00331989,24.8859
Result 1,Trial     1,B3,97:50:00-98:00:00,,43.3248,0.0722081,541.561
Result 1,Trial     1,B3,98:00:00-98:10:00,,30.5589,0.0509315,381.986
Result 1,Trial     1,B3,98:10:00-98:20:00,,39.1,0.065184,488.75
Result 1,Trial     1,B3,98:20:00-98:30:00,,15.0628,0.0251114,188.285
Result 1,Trial     1,B3,98:30:00-98:40:00,,7.26658,0.012111,90.8323
Result 1,Trial     1,B3,98:40:00-98:50:00,,20.1199,0.056926,251.499
Result 1,Trial     1,B3,98:50:00-99:00:00,,107.639,0.179686,1345.49
Result 1,Trial     1,B3,99:00:00-99:10:00,,4.48635,0.0219231,56.0793
Result 1,Trial     1,B3,99:10:00-99:20:00,,17.686,0.041184,221.076
Result 1,Trial     1,B3,99:20:00-99:30:00,,5.94839,0.00991664,74.3549
Result 1,Trial     1,B3,99:30:00-99:40:00,,0.382843,0.000638072,4.78554
Result 1,Trial     1,B3,99:40:00-99:50:00,,4.71348,0.0334574,58.9185
Result 1,Trial     1,B3,99:50:00-100:00:00,,-,-,-
Result 1,Trial     1,B3,100:00:00-100:10:00,,-,-,-
Result 1,Trial     1,B3,100:10:00-100:20:00,,4.26038,0.0522618,53.2547
Result 1,Trial     1,B3,100:20:00-100:30:00,,15.6655,0.026733,195.819
Result 1,Trial     1,B3,100:30:00-100:40:00,,28.1924,0.0478941,352.405
Result 1,Trial     1,B3,100:40:00-100:50:00,,36.9769,0.0649447,462.211
Result 1,Trial     1,B3,100:50:00-101:00:00,,15.0836,0.0306877,188.545
Result 1,Trial     1,B3,101:00:00-101:10:00,,6.44744,0.0115612,80.593
Result 1,Trial     1,B3,101:10:00-101:20:00,,29.9643,0.0724336,374.554
Result 1,Trial     1,B3,101:20:00-101:30:00,,10.702,0.110557,133.775
Result 1,Trial     1,B3,101:30:00-101:40:00,,3.73522,0.0192141,46.6902
Result 1,Trial     1,B3,101:40:00-101:50:00,,68.7498,0.114583,859.372
Result 1,Trial     1,B3,101:50:00-102:00:00,,27.3289,0.046002,341.611
Result 1,Trial     1,B3,102:00:00-102:10:00,,32.4537,0.0714712,405.671
Result 1,Trial     1,B3,102:10:00-102:20:00,,0,0,0
Result 1,Trial     1,B3,102:20:00-102:30:00,,3.91764,0.0381985,48.9705
Result 1,Trial     1,B3,102:30:00-102:40:00,,19.2068,0.0611058,240.085
Result 1,Trial     1,B3,102:40:00-102:50:00,,20.8363,0.0347272,260.454
Result 1,Trial     1,B3,102:50:00-103:00:00,,17.1878,0.0286539,214.847
Result 1,Trial     1,B3,103:00:00-103:10:00,,6.14563,0.0102482,76.8204
Result 1,Trial     1,B3,103:10:00-103:20:00,,18.8262,0.0314105,235.327
Result 1,Trial     1,B3,103:20:00-103:30:00,,31.3816,0.0523026,392.27
Result 1,Trial     1,B3,103:30:00-103:40:00,,16.7294,0.0278898,209.118
Result 1,Trial     1,B3,103:40:00-103:50:00,,12.4745,0.0251542,155.931
Result 1,Trial     1,B3,103:50:00-104:00:00,,5.77157,0.00961928,72.1446
Result 1,Trial     1,B3,104:00:00-104:10:00,,7.51924,0.0153229,93.9905
Result 1,Trial     1,B3,104:10:00-104:20:00,,1.71672,0.00587596,21.459
Result 1,Trial     1,B3,104:20:00-104:30:00,,7.80086,0.0130014,97.5108
Result 1,Trial     1,B3,104:30:00-104:40:00,,5.91442,0.0315268,73.9302
Result 1,Trial     1,B3,104:40:00-104:50:00,,0,0,0
Result 1,Trial     1,B3,104:50:00-105:00:00,,24.259,0.0636519,303.237
Result 1,Trial     1,B3,105:00:00-105:10:00,,41.6819,0.0694883,521.023
Result 1,Trial     1,B3,105:10:00-105:20:00,,13.1457,0.0219153,164.321
Result 1,Trial     1,B3,105:20:00-105:30:00,,18.449,0.0307484,230.613
Result 1,Trial     1,B3,105:30:00-105:40:00,,8.18138,0.0183176,102.267
Result 1,Trial     1,B3,105:40:00-105:50:00,,0.22969,0.0574225,2.87112
Result 1,Trial     1,B3,105:50:00-106:00:00,,27.2211,0.105214,340.263
Result 1,Trial     1,B3,106:00:00-106:10:00,,34.4924,0.0594943,431.155
Result 1,Trial     1,B3,106:10:00-106:20:00,,8.79281,0.0146586,109.91
Result 1,Trial     1,B3,106:20:00-106:30:00,,17.0511,0.0533114,213.139
Result 1,Trial     1,B3,106:30:00-106:40:00,,-,-,-
Result 1,Trial     1,B3,106:40:00-106:50:00,,18.5436,0.0496136,231.795
Result 1,Trial     1,B3,106:50:00-107:00:00,,10.7837,0.0180112,134.796
Result 1,Trial     1,B3,107:00:00-107:10:00,,20.1815,0.132773,252.269
Result 1,Trial     1,B3,107:10:00-107:20:00,,3.88716,0.0100329,48.5895
Result 1,Trial     1,B3,107:20:00-107:30:00,,18.2793,0.0436803,228.492
Result 1,Trial     1,B3,107:30:00-107:40:00,,45.2365,0.0754143,565.457
Result 1,Trial     1,B3,107:40:00-107:50:00,,29.4009,0.0667353,367.511
Result 1,Trial     1,B3,107:50:00-108:00:00,,0.4731,0.203922,5.91375
Result 1,Trial     1,B3,108:00:00-108:10:00,,16.9435,0.0303081,211.793
Result 1,Trial     1,B3,108:10:00-108:20:00,,13.626,0.02271,170.325
Result 1,Trial     1,B3,108:20:00-108:30:00,,7.19312,0.0119917,89.9141
Result 1,Trial     1,B3,108:30:00-108:40:00,,7.26813,0.0121136,90.8516
Result 1,Trial     1,B3,108:40:00-108:50:00,,30.569,0.0990699,382.113
Result 1,Trial     1,B3,108:50:00-109:00:00,,-,-,-
Result 1,Trial     1,B3,109:00:00-109:10:00,,0.383711,0.00172099,4.79639
Result 1,Trial     1,B3,109:10:00-109:20:00,,4.25168,0.00708802,53.146
Result 1,Trial     1,B3,109:20:00-109:30:00,,21.9948,0.0366677,274.935
Result 1,Trial     1,B3,109:30:00-109:40:00,,35.8349,0.113517,447.937
Result 1,Trial     1,B3,109:40:00-109:50:00,,6.70138,0.0151177,83.7672
Result 1,Trial     1,B3,109:50:00-110:00:00,,1.59143,0.00265309,19.8928
Result 1,Trial     1,B3,110:00:00-110:10:00,,26.6805,0.0449893,333.506
Result 1,Trial     1,B3,110:10:00-110:20:00,,13.978,0.0471592,174.725
Result 1,Trial     1,B3,110:20:00-110:30:00,,5.60992,0.0330306,70.124
Result 1,Trial     1,B3,110:30:00-110:40:00,,31.6706,0.0612158,395.883
Result 1,Trial     1,B3,110:40:00-110:50:00,,18.0193,0.0301609,225.241
Result 1,Trial     1,B3,110:50:00-111:00:00,,8.69781,0.0145196,108.723
Result 1,Trial     1,B3,111:00:00-111:10:00,,70.3502,0.164247,879.378
Result 1,Trial     1,B3,111:10:00-111:20:00,,50.3564,0.109528,629.455
Result 1,Trial     1,B3,111:20:00-111:30:00,,30.1062,0.0916978,376.328
Result 1,Trial     1,B3,111:30:00-111:40:00,,8.46774,0.021597,105.847
Result 1,Trial     1,B3,111:40:00-111:50:00,,3.80044,0.0366555,47.5055
Result 1,Trial     1,B3,111:50:00-112:00:00,,10.5799,0.0434456,132.248
Result 1,Trial     1,B3,112:00:00-112:10:00,,55.6985,0.115461,696.232
Result 1,Trial     1,B3,112:10:00-112:20:00,,-,-,-
Result 1,Trial     1,B3,112:20:00-112:30:00,,7.78774,0.0199932,97.3468
Result 1,Trial     1,B3,112:30:00-112:40:00,,6.11848,0.0102056,76.481
Result 1,Trial     1,B3,112:40:00-112:50:00,,0.702754,0.0300836,8.78442
Result 1,Trial     1,B3,112:50:00-113:00:00,,11.7778,0.019836,147.223
Result 1,Trial     1,B3,113:00:00-113:10:00,,30.6588,0.0512484,383.236
Result 1,Trial     1,B3,113:10:00-113:20:00,,2.43509,0.00819565,30.4386
Result 1,Trial     1,B3,113:20:00-113:30:00,,26.1906,0.0436859,327.382
Result 1,Trial     1,B3,113:30:00-113:40:00,,30.6887,0.0518671,383.609
Result 1,Trial     1,B3,113:40:00-113:50:00,,17.0655,0.0319866,213.319
Result 1,Trial     1,B3,113:50:00-114:00:00,,19.2491,0.0385599,240.614
Result 1,Trial     1,B3,114:00:00-114:10:00,,2.14614,0.0035769,26.8268
Result 1,Trial     1,B3,114:10:00-114:20:00,,10.6,0.0176667,132.5
Result 1,Trial     1,B3,114:20:00-114:30:00,,2.76243,0.00460405,34.5304
Result 1,Trial     1,B3,114:30:00-114:40:00,,22.3032,0.0371721,278.79
Result 1,Trial     1,B3,114:40:00-114:50:00,,8.30456,0.0138409,103.807
Result 1,Trial     1,B3,114:50:00-115:00:00,,13.5201,0.0225454,169.001
Result 1,Trial     1,B3,115:00:00-115:10:00,,11.5393,0.0192322,144.242
Result 1,Trial     1,B3,115:10:00-115:20:00,,2.35851,0.0129418,29.4813
Result 1,Trial     1,B3,115:20:00-115:30:00,,28.827,0.0939112,360.337
Result 1,Trial     1,B3,115:30:00-115:40:00,,11.9112,0.0198573,148.89
Result 1,Trial     1,B3,115:40:00-115:50:00,,12.7925,0.0213265,159.906
Result 1,Trial     1,B3,115:50:00-116:00:00,,3.1678,0.00527966,39.5974
Result 1,Trial     1,B3,116:00:00-116:10:00,,41.8515,0.0698083,523.143
Result 1,Trial     1,B3,116:10:00-116:20:00,,0.992202,0.00165455,12.4025
Result 1,Trial     1,B3,116:20:00-116:30:00,,18.3816,0.0306605,229.769
Result 1,Trial     1,B3,116:30:00-116:40:00,,17.7915,0.0296525,222.393
Result 1,Trial     1,B3,116:40:00-116:50:00,,5.49403,0.00915916,68.6754
Result 1,Trial     1,B3,116:50:00-117:00:00,,30.6172,0.0510287,382.715
Result 1,Trial     1,B3,117:00:00-117:10:00,,44.9445,0.0749874,561.806
Result 1,Trial     1,B3,117:10:00-117:20:00,,4.74846,0.00791621,59.3557
Result 1,Trial     1,B3,117:20:00-117:30:00,,122.179,0.203958,1527.24
Result 1,Trial     1,B3,117:30:00-117:40:00,,139.207,0.347393,1740.09
Result 1,Trial     1,B3,117:40:00-117:50:00,,-,-,-
Result 1,Trial     1,B3,117:50:00-118:00:00,,3.76966,0.0475487,47.1208
Result 1,Trial     1,B3,118:00:00-118:10:00,,13.7953,0.0229983,172.441
Result 1,Trial     1,B3,118:10:00-118:20:00,,5.83818,0.00973549,72.9772
Result 1,Trial     1,B3,118:20:00-118:30:00,,25.5872,0.0426453,319.84
Result 1,Trial     1,B3,118:30:00-118:40:00,,58.9018,0.0981697,736.273
Result 1,Trial     1,B3,118:40:00-118:50:00,,192.447,0.320745,2405.58
Result 1,Trial     1,B3,118:50:00-119:00:00,,167.113,0.470053,2088.91
Result 1,Trial     1,B3,119:00:00-119:10:00,,0,0,0
Result 1,Trial     1,B3,119:10:00-119:20:00,,0.0409395,0.0255872,0.511744
Result 1,Trial     1,B3,119:20:00-119:30:00,,-,-,-
Result 1,Trial     1,B3,119:30:00-119:40:00,,-,-,-
Result 1,Trial     1,B3,119:40:00-119:50:00,,4.99415,0.0285315,62.4269
Result 1,Trial     1,B3,119:50:00-120:00:00,,21.6237,0.0360491,270.296
Result 1,Trial     1,B4,Start-0:10:00,,-,-,-
Result 1,Trial     1,B4,0:10:00-0:20:00,,-,-,-
Result 1,Trial     1,B4,0:20:00-0:30:00,,-,-,-
Result 1,Trial     1,B4,0:30:00-0:40:00,,1.41462,0.00290548,17.6827
Result 1,Trial     1,B4,0:40:00-0:50:00,,0.104905,0.0452178,1.31132
Result 1,Trial     1,B4,0:50:00-1:00:00,,0.57363,0.000997688,7.17038
Result 1,Trial     1,B4,1:00:00-1:10:00,,3.36494,0.00562474,42.0618
Result 1,Trial     1,B4,1:10:00-1:20:00,,0.757262,0.00626043,9.46578
Result 1,Trial     1,B4,1:20:00-1:30:00,,0,0,0
Result 1,Trial     1,B4,1:30:00-1:40:00,,5.2846,0.0409025,66.0575
Result 1,Trial     1,B4,1:40:00-1:50:00,,0.259811,0.000433135,3.24764
Result 1,Trial     1,B4,1:50:00-2:00:00,,0.275743,0.00045994,3.44679
Result 1,Trial     1,B4,2:00:00-2:10:00,,0.107613,0.000179451,1.34517
Result 1,Trial     1,B4,2:10:00-2:20:00,,1.07541,0.00179235,13.4426
Result 1,Trial     1,B4,2:20:00-2:30:00,,1.40805,0.00234864,17.6007
Result 1,Trial     1,B4,2:30:00-2:40:00,,2.27125,0.00378643,28.3906
Result 1,Trial     1,B4,2:40:00-2:50:00,,14.4135,0.0240225,180.169
Result 1,Trial     1,B4,2:50:00-3:00:00,,13.5775,0.0226353,169.719
Result 1,Trial     1,B4,3:00:00-3:10:00,,0.698566,0.0011649,8.73208
Result 1,Trial     1,B4,3:10:00-3:20:00,,0.772396,0.00128733,9.65495
Result 1,Trial     1,B4,3:20:00-3:30:00,,0.386131,0.000643896,4.82664
Result 1,Trial     1,B4,3:30:00-3:40:00,,1.09753,0.00182921,13.7191
Result 1,Trial     1,B4,3:40:00-3:50:00,,0.860733,0.00143456,10.7592
Result 1,Trial     1,B4,3:50:00-4:00:00,,2.65236,0.00442178,33.1545
Result 1,Trial     1,B4,4:00:00-4:10:00,,2.26537,0.00377663,28.3172
Result 1,Trial     1,B4,4:10:00-4:20:00,,0.452652,0.000754822,5.65815
Result 1,Trial     1,B4,4:20:00-4:30:00,,1.78895,0.00298238,22.3619
Result 1,Trial     1,B4,4:30:00-4:40:00,,2.00298,0.00335755,25.0373
Result 1,Trial     1,B4,4:40:00-4:50:00,,2.24518,0.00374797,28.0648
Result 1,Trial     1,B4,4:50:00-5:00:00,,11.1769,0.0187029,139.711
Result 1,Trial     1,B4,5:00:00-5:10:00,,0.345527,0.0014914,4.31909
Result 1,Trial     1,B4,5:10:00-5:20:00,,0,0,0
Result 1,Trial     1,B4,5:20:00-5:30:00,,20.5401,0.0431515,256.752
Result 1,Trial     1,B4,5:30:00-5:40:00,,13.5844,0.0226588,169.805
Result 1,Trial     1,B4,5:40:00-5:50:00,,24.1327,0.0402642,301.659
Result 1,Trial     1,B4,5:50:00-6:00:00,,1.69763,0.00282939,21.2204
Result 1,Trial     1,B4,6:00:00-6:10:00,,25.0034,0.0417168,312.542
Result 1,Trial     1,B4,6:10:00-6:20:00,,3.06142,0.00938165,38.2678
Result 1,Trial     1,B4,6:20:00-6:30:00,,40.7527,0.194728,509.409
Result 1,Trial     1,B4,6:30:00-6:40:00,,227.279,0.456456,2840.98
Result 1,Trial     1,B4,6:40:00-6:50:00,,143.042,0.241886,1788.02
Result 1,Trial     1,B4,6:50:00-7:00:00,,124.285,0.213665,1553.56
Result 1,Trial     1,B4,7:00:00-7:10:00,,140.97,0.248361,1762.12
Result 1,Trial     1,B4,7:10:00-7:20:00,,27.2742,0.0473314,340.928
Result 1,Trial     1,B4,7:20:00-7:30:00,,1.9164,0.0031957,23.955
Result 1,Trial     1,B4,7:30:00-7:40:00,,2.30348,0.00383914,28.7935
Result 1,Trial     1,B4,7:40:00-7:50:00,,6.42935,0.0107991,80.3669
Result 1,Trial     1,B4,7:50:00-8:00:00,,0.321663,0.000536247,4.02078
Result 1,Trial     1,B4,8:00:00-8:10:00,,0,0,0
Result 1,Trial     1,B4,8:10:00-8:20:00,,4.84004,0.00807319,60.5004
Result 1,Trial     1,B4,8:20:00-8:30:00,,0.637815,0.00106331,7.97269
